timestamp,data
933.49,q:0.667:0.007:0.088:0.740,gq:0.667:0.007:0.088:0.740,a:1.055:9.531:1.063,la:0.059:-0.008:-0.016,g:0.000:-0.006:-0.004,m:-28.688:-149.750:-141.313,grav:1.063:9.539:1.063,steps:0,stab:On Table
934.13,q:0.667:0.006:0.087:0.740,gq:0.667:0.006:0.087:0.740,a:1.055:9.531:1.063,la:-0.023:-0.008:0.000,g:0.004:0.004:-0.006,m:-28.688:-150.500:-140.938,grav:1.055:9.539:1.063,steps:0,stab:On Table
934.75,q:0.667:0.007:0.087:0.740,gq:0.667:0.007:0.087:0.740,a:1.016:9.531:1.063,la:-0.023:-0.008:0.000,g:0.002:0.002:-0.002,m:-29.000:-149.250:-139.375,grav:1.039:9.539:1.063,steps:0,stab:On Table
935.39,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:-0.023:-0.008:-0.008,g:0.000:0.008:0.000,m:-27.938:-150.750:-139.813,grav:1.039:9.531:1.070,steps:0,stab:On Table
936.13,q:0.667:0.006:0.088:0.740,gq:0.667:0.007:0.088:0.740,a:1.016:9.531:1.063,la:0.016:0.000:-0.008,g:0.002:-0.004:-0.002,m:-29.375:-149.375:-141.000,grav:1.047:9.531:1.063,steps:0,stab:On Table
936.77,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.000:0.000:0.000,g:0.000:-0.004:0.000,m:-28.313:-149.063:-142.063,grav:1.047:9.531:1.063,steps:0,stab:On Table
937.40,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.016:0.000:0.000,g:0.002:0.000:0.000,m:-29.000:-148.938:-140.125,grav:1.047:9.531:1.063,steps:0,stab:On Table
938.03,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:0.000,g:-0.002:0.002:-0.002,m:-29.000:-148.938:-140.125,grav:1.047:9.531:1.063,steps:0,stab:On Table
938.68,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.008:0.000:0.023,g:0.000:-0.002:0.002,m:-28.688:-149.750:-141.375,grav:1.047:9.531:1.078,steps:0,stab:On Table
939.42,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:0.000,g:0.002:0.000:-0.004,m:-27.563:-149.000:-141.313,grav:1.047:9.531:1.078,steps:0,stab:On Table
940.06,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:-0.023:0.000:-0.008,g:0.000:-0.002:0.000,m:-28.625:-149.250:-139.375,grav:1.039:9.531:1.070,steps:0,stab:On Table
940.74,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.016:0.000:0.000,g:0.000:0.000:0.002,m:-27.938:-148.625:-142.063,grav:1.047:9.531:1.063,steps:0,stab:On Table
941.37,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.016:0.000:-0.008,g:0.000:0.002:0.002,m:-28.625:-148.563:-138.938,grav:1.047:9.539:1.063,steps:0,stab:On Table
942.00,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:-0.008,g:0.002:-0.002:0.000,m:-29.000:-149.313:-139.750,grav:1.039:9.531:1.070,steps:0,stab:On Table
942.74,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.008:0.000:0.031,g:0.004:0.000:-0.002,m:-29.313:-148.500:-138.938,grav:1.047:9.531:1.063,steps:0,stab:On Table
943.38,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.574:1.063,la:0.008:0.000:0.000,g:0.002:-0.002:0.000,m:-28.625:-148.688:-141.313,grav:1.039:9.531:1.070,steps:0,stab:On Table
944.01,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.008:0.000:-0.016,g:0.000:0.000:0.000,m:-28.688:-149.750:-141.000,grav:1.039:9.531:1.070,steps:0,stab:On Table
944.65,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:-0.008:-0.008,g:0.000:0.000:0.000,m:-30.000:-148.500:-138.500,grav:1.047:9.531:1.078,steps:0,stab:On Table
945.28,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.102,la:0.008:-0.008:0.031,g:0.000:0.000:0.000,m:-27.875:-147.875:-141.625,grav:1.047:9.531:1.078,steps:0,stab:On Table
946.02,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:-0.008,g:0.000:0.000:0.000,m:-27.938:-149.813:-142.125,grav:1.047:9.531:1.078,steps:0,stab:On Table
946.66,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.008:0.000:-0.008,g:0.000:0.000:0.000,m:-28.250:-148.563:-140.500,grav:1.047:9.531:1.070,steps:0,stab:On Table
947.29,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:-0.008,g:0.000:0.000:0.000,m:-29.000:-149.375:-140.563,grav:1.047:9.531:1.070,steps:0,stab:On Table
947.92,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:-0.031:0.000:-0.008,g:0.000:0.000:0.000,m:-28.625:-149.000:-141.313,grav:1.055:9.531:1.078,steps:0,stab:On Table
948.56,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:0.031,g:0.000:0.000:0.000,m:-28.250:-148.250:-141.250,grav:1.055:9.531:1.078,steps:0,stab:On Table
949.20,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.016:0.000:0.000,g:0.000:0.000:0.000,m:-28.625:-149.313:-139.750,grav:1.055:9.531:1.070,steps:0,stab:On Table
949.95,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.102,la:0.008:0.000:0.031,g:0.000:0.000:0.000,m:-28.938:-148.500:-138.938,grav:1.039:9.531:1.070,steps:0,stab:On Table
950.58,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.016:0.000:-0.008,g:0.000:0.000:0.000,m:-28.250:-148.875:-139.688,grav:1.047:9.531:1.078,steps:0,stab:On Table
951.22,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:-0.016,g:0.000:0.000:0.000,m:-28.625:-148.188:-140.438,grav:1.047:9.531:1.078,steps:0,stab:On Table
951.86,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:-0.031:0.000:-0.008,g:0.000:0.000:0.000,m:-27.938:-150.125:-141.375,grav:1.047:9.531:1.078,steps:0,stab:On Table
952.49,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:-0.023:0.000:-0.008,g:0.000:0.000:0.000,m:-28.250:-149.250:-139.375,grav:1.039:9.531:1.070,steps:0,stab:On Table
953.23,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:-0.023:0.000:-0.008,g:0.000:0.000:0.000,m:-28.250:-149.250:-139.750,grav:1.047:9.531:1.078,steps:0,stab:On Table
953.87,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:-0.016,g:0.000:0.000:0.000,m:-28.313:-149.750:-141.000,grav:1.047:9.531:1.070,steps:0,stab:On Table
954.55,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.000:0.000:-0.008,g:-0.002:-0.002:0.002,m:-28.313:-149.688:-140.500,grav:1.047:9.531:1.070,steps:0,stab:On Table
955.19,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.016:0.000:-0.008,g:-0.002:0.000:-0.002,m:-30.438:-149.688:-139.438,grav:1.039:9.531:1.070,steps:0,stab:On Table
955.82,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.016:0.000:-0.008,g:0.000:0.000:0.000,m:-29.000:-149.313:-140.125,grav:1.055:9.531:1.063,steps:0,stab:On Table
956.55,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.008:0.000:0.039,g:0.002:0.002:0.000,m:-28.313:-149.688:-140.563,grav:1.055:9.531:1.063,steps:0,stab:On Table
957.19,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.000:0.000:0.000,g:0.000:-0.002:0.000,m:-28.188:-148.125:-138.125,grav:1.047:9.531:1.063,steps:0,stab:On Table
957.83,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:-0.039:0.000:0.000,g:0.002:0.002:0.002,m:-29.750:-150.125:-140.625,grav:1.055:9.531:1.063,steps:0,stab:On Table
958.46,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:0.000,g:0.000:0.002:-0.002,m:-28.688:-149.438:-141.750,grav:1.039:9.531:1.063,steps:0,stab:On Table
959.11,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:-0.031:0.000:-0.008,g:0.000:0.000:0.000,m:-27.938:-149.313:-140.563,grav:1.039:9.531:1.063,steps:0,stab:On Table
959.85,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.000:0.000:0.000,g:0.000:0.000:0.000,m:-29.375:-149.750:-140.625,grav:1.047:9.531:1.070,steps:0,stab:On Table
960.49,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.000:0.000:0.000,g:0.000:0.000:0.000,m:-28.313:-149.313:-140.563,grav:1.055:9.531:1.063,steps:0,stab:On Table
961.12,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.000:0.000:0.000,g:0.000:0.000:0.000,m:-28.563:-148.813:-138.125,grav:1.047:9.531:1.063,steps:0,stab:On Table
961.76,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:0.000,g:0.000:0.000:0.000,m:-28.250:-149.313:-140.125,grav:1.047:9.531:1.063,steps:0,stab:On Table
962.41,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:0.000:0.000:-0.008,g:0.000:0.000:0.000,m:-29.688:-147.875:-140.125,grav:1.047:9.531:1.070,steps:0,stab:On Table
963.05,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.016:9.531:1.063,la:-0.039:0.000:-0.008,g:0.000:0.000:0.000,m:-28.625:-148.625:-141.688,grav:1.055:9.531:1.070,steps:0,stab:On Table
963.79,q:0.667:0.006:0.088:0.740,gq:0.667:0.006:0.088:0.740,a:1.055:9.531:1.063,la:0.008:0.000:0.000,g:0.000:0.000:0.000,m:-30.125:-150.063:-139.813,grav:1.055:9.531:1.070,steps:0,stab:On Table
